Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Bernina_Diavolezza,Switzerland,2015-02-01,,,,,,118,104.285714285714,139,28
Bernina_Diavolezza,Switzerland,2015-03-15,,,,,,59,112.225806451613,131,31
Bernina_Diavolezza,Switzerland,2015-04-21,,,,,,24,67.6,98,30
Bernina_Diavolezza,Switzerland,2015-05-03,,,,,,63,5.38709677419355,57,8
Bernina_Diavolezza,Switzerland,2015-10-08,,,,,,72,10.4516129032258,47,18
Bernina_Diavolezza,Switzerland,2015-11-09,,,,,,0,0.0,0,0
Bernina_Diavolezza,Switzerland,2015-12-23,,,,,,0,0.0,0,0
Bernina_Diavolezza,Switzerland,2016-01-09,,,,,,90,34.2903225806452,58,31
Bernina_Diavolezza,Switzerland,2016-02-01,,,,,,129,78.6206896551724,102,29
Bernina_Diavolezza,Switzerland,2016-03-21,,,,,,85,123.064516129032,157,31
Bernina_Diavolezza,Switzerland,2016-04-30,,,,,,78,45.9,96,30
Bernina_Diavolezza,Switzerland,2016-05-07,,,,,,44,1.74193548387097,14,9
Bernina_Diavolezza,Switzerland,2016-10-21,,,,,,10,0.483870967741936,10,2
Bernina_Diavolezza,Switzerland,2016-11-17,,,,,,45,12.1333333333333,32,23
Bernina_Diavolezza,Switzerland,2016-12-24,,,,,,0,0.0,0,0
Bernina_Diavolezza,Switzerland,2017-01-07,,,,,,23,12.6129032258065,20,27
Bernina_Diavolezza,Switzerland,2017-02-26,,,,,,83,54.0714285714286,78,28
Bernina_Diavolezza,Switzerland,2017-03-27,,,,,,109,83.2903225806452,116,31
Bernina_Diavolezza,Switzerland,2017-04-14,,,,,,52,18.8333333333333,50,19
Bernina_Diavolezza,Switzerland,2017-05-15,,,,,,31,11.0322580645161,50,12
Bernina_Diavolezza,Switzerland,2017-10-07,,,,,,5,0.161290322580645,5,1
Bernina_Diavolezza,Switzerland,2017-11-25,,,,,,92,28.0,68,25
Bernina_Diavolezza,Switzerland,2017-12-11,,,,,,229,82.0322580645161,150,31
Bernina_Diavolezza,Switzerland,2018-01-11,,,,,,145,152.677419354839,179,31
Bernina_Diavolezza,Switzerland,2018-02-18,,,,,,35,158.464285714286,168,28
Bernina_Diavolezza,Switzerland,2018-03-16,,,,,,109,168.064516129032,198,31
Bernina_Diavolezza,Switzerland,2018-04-07,,,,,,66,169.066666666667,210,30
Bernina_Diavolezza,Switzerland,2018-05-12,,,,,,0,19.8709677419355,96,11
Bernina_Diavolezza,Switzerland,2018-10-20,,,,,,27,2.0,20,4
Bernina_Diavolezza,Switzerland,2018-11-07,,,,,,58,9.43333333333333,26,15
Bernina_Diavolezza,Switzerland,2018-12-18,,,,,,76,41.4193548387097,60,31
Bernina_Diavolezza,Switzerland,2019-01-04,,,,,,96,69.5483870967742,98,31
Bernina_Diavolezza,Switzerland,2019-02-03,,,,,,66,109.678571428571,135,28
Bernina_Diavolezza,Switzerland,2019-03-17,,,,,,84,118.193548387097,140,31
Bernina_Diavolezza,Switzerland,2019-04-14,,,,,,159,146.566666666667,220,30
Bernina_Diavolezza,Switzerland,2019-05-13,,,,,,28,63.6129032258065,106,31
Berninapass,Switzerland,2015-01-12,,,,,,118,145.838709677419,188,31
Berninapass,Switzerland,2015-02-21,,,,,,71,168.428571428571,188,28
Berninapass,Switzerland,2015-03-27,,,,,,49,144.193548387097,180,31
Berninapass,Switzerland,2015-04-13,,,,,,20,80.0,110,30
Berninapass,Switzerland,2015-05-07,,,,,,40,6.12903225806452,40,9
Berninapass,Switzerland,2015-11-30,,,,,,0,0.0,0,0
Berninapass,Switzerland,2015-12-24,,,,,,2,0.0645161290322581,2,1
Berninapass,Switzerland,2016-01-12,,,,,,107,36.1612903225807,70,30
Berninapass,Switzerland,2016-02-11,,,,,,160,79.6551724137931,115,29
Berninapass,Switzerland,2016-03-08,,,,,,83,121.709677419355,165,31
Berninapass,Switzerland,2016-04-28,,,,,,80,70.8333333333333,95,30
Berninapass,Switzerland,2016-11-04,,,,,,117,40.8,75,26
Berninapass,Switzerland,2016-12-04,,,,,,4,34.5483870967742,45,31
Berninapass,Switzerland,2017-01-14,,,,,,15,26.2903225806452,40,31
Berninapass,Switzerland,2017-02-20,,,,,,100,54.4642857142857,90,28
Berninapass,Switzerland,2017-03-27,,,,,,77,75.6451612903226,125,31
Berninapass,Switzerland,2017-04-06,,,,,,55,31.7,60,30
Berninapass,Switzerland,2017-05-17,,,,,,75,16.7741935483871,65,15
Berninapass,Switzerland,2017-10-04,,,,,,15,0.967741935483871,15,3
Berninapass,Switzerland,2017-11-25,,,,,,78,26.9333333333333,50,26
Berninapass,Switzerland,2017-12-17,,,,,,200,74.5806451612903,150,31
Berninapass,Switzerland,2018-01-06,,,,,,80,160.838709677419,197,31
Berninapass,Switzerland,2018-02-22,,,,,,48,159.857142857143,180,28
Berninapass,Switzerland,2018-03-24,,,,,,80,165.806451612903,190,31
Berninapass,Switzerland,2018-04-15,,,,,,90,222.833333333333,255,30
Berninapass,Switzerland,2018-05-14,,,,,,0,51.4838709677419,140,22
Berninapass,Switzerland,2018-10-03,,,,,,77,7.74193548387097,70,4
Berninapass,Switzerland,2018-11-28,,,,,,92,45.8,80,30
Berninapass,Switzerland,2018-12-21,,,,,,40,44.5483870967742,50,31
Berninapass,Switzerland,2019-01-27,,,,,,21,55.8387096774194,68,31
Berninapass,Switzerland,2019-02-16,,,,,,125,120.678571428571,183,28
Berninapass,Switzerland,2019-03-17,,,,,,120,98.5483870967742,145,31
Berninapass,Switzerland,2019-04-10,,,,,,218,142.2,215,30
Berninapass,Switzerland,2019-05-10,,,,,,95,125.483870967742,160,31
Bivio,Switzerland,2015-01-25,,,,,,105,46.3870967741936,73,31
Bivio,Switzerland,2015-02-26,,,,,,55,71.25,87,28
Bivio,Switzerland,2015-03-23,,,,,,49,69.9354838709678,86,31
Bivio,Switzerland,2015-04-03,,,,,,44,29.7666666666667,67,21
Bivio,Switzerland,2015-05-05,,,,,,68,6.51612903225807,48,8
Bivio,Switzerland,2015-10-28,,,,,,50,5.09677419354839,30,10
Bivio,Switzerland,2015-11-15,,,,,,20,2.8,16,10
Bivio,Switzerland,2015-12-16,,,,,,3,4.70967741935484,9,23
Bivio,Switzerland,2016-01-01,,,,,,65,20.4838709677419,34,29
Bivio,Switzerland,2016-02-12,,,,,,129,48.0689655172414,65,29
Bivio,Switzerland,2016-03-01,,,,,,125,73.4193548387097,124,31
Bivio,Switzerland,2016-04-13,,,,,,66,7.4,38,16
Bivio,Switzerland,2016-05-01,,,,,,56,2.70967741935484,26,8
Bivio,Switzerland,2016-10-20,,,,,,21,1.41935483870968,18,4
Bivio,Switzerland,2016-11-01,,,,,,50,8.5,33,19
Bivio,Switzerland,2016-12-05,,,,,,1,0.0645161290322581,1,2
Bivio,Switzerland,2017-01-20,,,,,,97,28.0,44,29
Bivio,Switzerland,2017-02-06,,,,,,57,40.7142857142857,54,28
Bivio,Switzerland,2017-03-28,,,,,,75,44.258064516129,68,30
Bivio,Switzerland,2017-04-10,,,,,,84,5.63333333333333,55,9
Bivio,Switzerland,2017-05-23,,,,,,36,4.48387096774194,40,6
Bivio,Switzerland,2017-10-19,,,,,,10,0.387096774193548,6,4
Bivio,Switzerland,2017-11-11,,,,,,83,16.3333333333333,30,25
Bivio,Switzerland,2017-12-29,,,,,,108,40.4193548387097,74,31
Bivio,Switzerland,2018-01-21,,,,,,138,85.3225806451613,129,31
Bivio,Switzerland,2018-02-13,,,,,,67,102.107142857143,112,28
Bivio,Switzerland,2018-03-21,,,,,,115,104.161290322581,123,31
Bivio,Switzerland,2018-04-18,,,,,,18,49.7666666666667,112,22
Bivio,Switzerland,2018-05-28,,,,,,4,0.129032258064516,4,1
Bivio,Switzerland,2018-10-05,,,,,,54,3.38709677419355,41,5
Bivio,Switzerland,2018-11-10,,,,,,21,2.56666666666667,14,12
Bivio,Switzerland,2018-12-14,,,,,,107,27.6774193548387,65,28
Bivio,Switzerland,2019-01-08,,,,,,212,97.1290322580645,138,31
